Geneid,NEGF1,NEGF1yuan,NEGF2yuan,NEGF3,NEGF3yuan
ENSG00000228397,0,0,0,0,2
ENSG00000218510,34,14,26,40,28
ENSG00000070831,1669,2845,2417,1819,2965
ENSG00000285752,9,5,6,14,4
ENSG00000285794,0,0,0,0,0
ENSG00000230068,1,5,1,1,5
ENSG00000271428,7,1,3,1,5
ENSG00000162552,4,1,1,2,3
ENSG00000285873,1,6,0,0,3
ENSG00000266564,0,0,0,0,0
ENSG00000234397,0,0,0,0,0
ENSG00000279625,0,0,0,0,0
ENSG00000184677,718,851,754,759,809
ENSG00000237200,1,7,8,4,5
ENSG00000070886,0,0,0,0,0
ENSG00000276835,0,0,0,0,0
ENSG00000173372,0,0,0,0,0
ENSG00000159189,0,0,0,0,0
ENSG00000173369,0,0,0,0,0
ENSG00000133216,462,520,573,529,550
ENSG00000265422,0,0,0,0,0
ENSG00000225952,1,0,0,0,0
ENSG00000264014,0,0,0,0,0
ENSG00000215906,0,0,0,0,0
ENSG00000227868,0,0,0,0,0
ENSG00000004487,1219,1598,1557,1377,1637
ENSG00000240553,0,0,0,0,0
ENSG00000263793,0,0,0,0,0
ENSG00000266802,0,0,0,0,0
ENSG00000169641,1584,2485,2224,1619,2292
ENSG00000229010,2,0,0,2,2
ENSG00000206935,0,0,1,0,0
ENSG00000252578,2,1,0,2,2
ENSG00000179546,0,0,2,0,1
ENSG00000215381,0,0,0,0,2
ENSG00000261326,89,32,23,87,49
ENSG00000284726,1,3,3,6,1
ENSG00000125944,2083,3148,3099,2043,3244
ENSG00000125945,344,375,301,357,320
ENSG00000249087,20,19,16,30,22
ENSG00000201405,0,0,0,0,0
ENSG00000271420,9,1,1,2,1
ENSG00000204219,520,543,495,558,618
ENSG00000232482,0,0,0,0,0
ENSG00000088280,889,735,679,849,739
ENSG00000007968,84,119,73,96,69
ENSG00000235052,0,1,0,1,0
ENSG00000117318,181,8455,10398,140,9382
ENSG00000285802,0,1,0,0,0
ENSG00000197880,0,2,2,0,8
ENSG00000229239,0,0,0,0,0
ENSG00000142676,4900,6021,5810,4627,6866
ENSG00000236810,11,9,6,10,19
ENSG00000011007,841,1085,1060,901,1173
ENSG00000057757,309,428,522,252,500
ENSG00000011009,354,600,781,337,712
ENSG00000117308,242,513,584,234,511
ENSG00000117305,448,508,563,429,590
ENSG00000179163,151,216,181,158,231
ENSG00000188822,0,0,0,0,0
ENSG00000229106,0,1,1,1,2
ENSG00000232557,0,0,0,0,0
ENSG00000264926,0,0,0,0,0
ENSG00000230228,0,0,0,0,0
ENSG00000189266,756,818,626,734,832
ENSG00000188529,1618,2059,1690,1691,1917
ENSG00000215905,0,0,0,0,0
ENSG00000225315,0,0,0,0,0
ENSG00000142661,2,0,0,2,1
ENSG00000230703,0,0,0,0,0
ENSG00000142677,3,6,7,5,6
ENSG00000185436,1,5,4,3,1
ENSG00000230023,0,0,0,0,0
ENSG00000232298,0,0,0,0,0
ENSG00000158055,3,2,2,1,1
ENSG00000001460,159,189,188,153,205
ENSG00000001461,1392,1921,1918,1418,1888
ENSG00000286061,0,1,0,0,0
ENSG00000117602,238,460,384,275,422
ENSG00000264443,0,0,0,0,0
ENSG00000184454,0,0,0,0,0
ENSG00000227312,0,0,0,0,0
ENSG00000239106,0,0,0,0,0
ENSG00000133226,1396,1806,1687,1485,1787
ENSG00000284699,0,0,1,0,0
ENSG00000169504,11095,12733,9825,12465,11893
ENSG00000238482,2,0,0,0,0
ENSG00000020633,85,53,124,67,76
ENSG00000278034,0,0,0,0,0
ENSG00000229162,0,1,0,0,0
ENSG00000261025,0,0,3,0,0
ENSG00000264371,0,0,0,0,0
ENSG00000285823,0,0,0,0,0
ENSG00000233755,0,0,0,0,0
ENSG00000233419,0,0,0,0,0
ENSG00000231953,0,0,0,0,0
ENSG00000117614,414,456,455,416,519
ENSG00000284602,3,3,11,7,9
ENSG00000284657,1,4,4,1,6
ENSG00000117616,714,1113,828,683,960
ENSG00000272432,5,1,6,4,6
ENSG00000261349,10,5,2,7,5
ENSG00000187010,30,31,35,57,35
ENSG00000224183,13,16,14,19,14
ENSG00000259984,4,3,0,4,0
ENSG00000183726,1204,2184,2180,1230,2365
ENSG00000188672,4,0,8,2,2
ENSG00000238084,163,259,273,171,269
ENSG00000204178,420,438,422,480,567
ENSG00000157978,405,602,669,426,689
ENSG00000225643,1,1,2,2,3
ENSG00000117643,155,121,143,147,149
ENSG00000233478,0,0,0,0,0
ENSG00000162430,5425,5089,5840,5588,5408
ENSG00000255054,0,0,0,0,0
ENSG00000228172,11,12,8,20,8
ENSG00000117640,662,824,793,654,854
ENSG00000272478,0,0,0,0,0
ENSG00000127423,21,35,40,19,35
ENSG00000236528,0,0,0,0,0
ENSG00000182749,279,450,466,252,454
ENSG00000207302,0,1,0,0,0
ENSG00000117632,2636,4703,3771,2570,4892
ENSG00000229786,0,0,0,1,1
ENSG00000223624,0,0,0,0,1
ENSG00000283938,0,0,0,0,0
ENSG00000158006,177,277,227,232,248
ENSG00000207237,0,0,0,0,0
ENSG00000252190,0,0,0,0,0
ENSG00000252691,0,0,0,0,0
ENSG00000158008,64,156,110,45,173
ENSG00000158014,0,0,0,0,0
ENSG00000284309,0,0,0,0,0
ENSG00000158022,0,0,0,0,0
ENSG00000175087,57,43,31,50,58
ENSG00000197245,1,0,0,0,0
ENSG00000282872,0,0,0,0,0
ENSG00000236782,2,7,7,9,6
ENSG00000142684,0,0,0,0,0
ENSG00000142675,4,12,7,20,19
ENSG00000188782,0,0,0,0,0
ENSG00000236155,1,2,2,0,0
ENSG00000278572,0,0,1,0,0
ENSG00000130695,227,350,339,234,284
ENSG00000270733,2,0,0,0,3
ENSG00000142669,4805,5849,7079,4849,6165
ENSG00000158062,216,210,296,214,262
ENSG00000169442,0,0,0,0,0
ENSG00000176092,2,0,4,1,1
ENSG00000225854,1,1,0,0,0
ENSG00000176083,0,0,0,0,0
ENSG00000131914,0,0,0,0,1
ENSG00000117682,608,861,882,563,801
ENSG00000223583,5,2,8,6,10
ENSG00000225891,11,3,4,6,3
ENSG00000198830,1942,3796,3185,1973,4009
ENSG00000224129,0,0,0,0,0
ENSG00000117676,64,157,144,84,103
ENSG00000238705,0,0,0,0,0
ENSG00000243905,0,0,0,0,0
ENSG00000252802,0,0,0,0,0
ENSG00000252429,0,0,0,0,0
ENSG00000229247,0,0,0,0,0
ENSG00000238316,0,0,0,0,0
ENSG00000235069,0,0,0,0,0
ENSG00000260063,11,15,8,6,9
ENSG00000117713,2283,3104,3543,2416,2953
ENSG00000060642,294,298,307,342,347
ENSG00000241188,1,1,0,0,0
ENSG00000287810,0,0,0,0,1
ENSG00000204160,675,811,860,702,796
ENSG00000175793,4,11,6,10,4
ENSG00000142751,596,738,772,592,767
ENSG00000226698,0,0,0,0,0
ENSG00000198746,169,164,229,158,199
ENSG00000090273,1095,1848,2187,962,2090
ENSG00000131910,1,0,0,0,0
ENSG00000175707,4,0,2,0,6
ENSG00000172746,1,0,0,0,0
ENSG00000224064,0,0,0,0,0
ENSG00000225294,1,1,2,0,0
ENSG00000253368,3571,5881,7008,3403,6468
ENSG00000158246,45,150,161,67,118
ENSG00000090020,2438,1782,2115,2445,1956
ENSG00000229985,0,0,0,0,0
ENSG00000214973,71,105,78,79,85
ENSG00000225159,122,201,202,131,209
ENSG00000225990,0,0,0,0,0
ENSG00000224311,0,0,0,0,0
ENSG00000142784,1661,1435,1579,1729,1485
ENSG00000252098,2,0,0,0,0
ENSG00000243659,3,0,0,1,2
ENSG00000186501,583,615,691,581,693
ENSG00000206888,1,2,4,1,1
ENSG00000241547,14,25,14,17,27
ENSG00000142765,6,17,14,15,16
ENSG00000142733,1053,1302,1533,1002,1282
ENSG00000142748,0,2,2,0,2
ENSG00000174950,0,0,0,0,0
ENSG00000231207,0,0,0,0,0
ENSG00000181773,37,30,20,29,37
ENSG00000158195,3083,3325,3289,3217,3335
ENSG00000241169,0,1,0,0,0
ENSG00000237429,2,2,1,0,2
ENSG00000126705,1787,1518,1810,1770,1598
ENSG00000000938,7,1,3,21,5
ENSG00000235912,15,30,16,10,33
ENSG00000233975,8,1,3,4,1
ENSG00000126709,3267,572,601,3127,634
ENSG00000225886,34,11,5,54,6
ENSG00000206767,1,0,0,0,0
ENSG00000226662,0,0,0,0,0
ENSG00000207095,0,0,0,0,0
ENSG00000287244,0,0,0,0,0
ENSG00000009780,94,127,109,91,119
ENSG00000231344,5,0,2,0,2
ENSG00000230833,1,1,0,1,1
ENSG00000117758,887,1085,861,987,1039
ENSG00000269971,0,1,0,1,0
ENSG00000270031,2,3,2,4,2
ENSG00000223062,0,0,0,0,0
ENSG00000286433,0,0,0,2,0
ENSG00000117751,481,687,766,525,658
ENSG00000252947,0,1,2,0,1
ENSG00000130775,242,88,79,242,93
ENSG00000117748,411,418,410,415,488
ENSG00000130768,0,0,0,1,0
ENSG00000227050,0,0,0,0,0
ENSG00000158156,215,448,512,244,505
ENSG00000158161,413,708,584,493,627
ENSG00000238231,1,0,0,0,5
ENSG00000240750,8,1,3,1,1
ENSG00000228589,381,709,663,417,686
ENSG00000228943,0,0,0,0,0
ENSG00000214812,4,12,9,13,11
ENSG00000253005,0,0,0,0,0
ENSG00000169403,1,5,10,8,6
ENSG00000126698,701,1183,1098,712,1244
ENSG00000130770,294,621,916,241,774
ENSG00000270605,3,8,4,9,7
ENSG00000271398,0,2,0,0,0
ENSG00000130766,854,571,572,903,551
ENSG00000130772,215,373,355,213,353
ENSG00000204138,756,993,860,711,893
ENSG00000206779,0,0,0,2,0
ENSG00000229820,0,1,4,0,2
ENSG00000221216,1,0,0,4,0
ENSG00000180198,735,1058,1116,736,1052
ENSG00000242125,315,747,665,342,752
ENSG00000274266,0,0,0,0,0
ENSG00000200087,9,32,22,10,22
ENSG00000231468,5,2,3,4,1
ENSG00000279443,18,16,13,20,18
ENSG00000180098,256,374,365,312,428
ENSG00000197989,107,171,197,141,206
ENSG00000221539,1,3,4,0,0
ENSG00000278274,0,0,0,0,0
ENSG00000273544,0,0,0,0,0
ENSG00000274582,0,0,0,0,0
ENSG00000280498,0,0,0,0,0
ENSG00000120656,191,271,231,196,332
ENSG00000188060,72,48,53,66,53
ENSG00000229388,2,0,4,0,0
ENSG00000270103,0,0,0,0,0
ENSG00000274978,0,0,0,0,0
ENSG00000162419,211,289,271,249,275
ENSG00000252777,0,0,0,0,0
ENSG00000198492,932,1493,1310,1050,1480
ENSG00000116329,3,3,1,2,2
ENSG00000233427,1,0,0,0,0
ENSG00000199756,0,0,0,0,0
ENSG00000159023,408,336,295,437,303
ENSG00000225616,8,2,4,2,3
ENSG00000206704,0,0,0,0,0
ENSG00000277958,0,0,0,0,0
ENSG00000253304,472,394,488,416,427
ENSG00000225750,2,1,0,3,1
ENSG00000116350,1655,1839,1926,1594,2022
ENSG00000277916,0,0,0,0,0
ENSG00000116353,227,303,314,213,379
ENSG00000237934,3,1,3,5,1
ENSG00000060656,1838,1418,1599,1922,1374
ENSG00000230523,0,1,0,0,3
ENSG00000225011,0,0,0,0,0
ENSG00000228176,0,0,0,0,0
ENSG00000284676,0,0,0,0,0
ENSG00000270927,0,0,0,0,0
ENSG00000233399,0,0,0,0,0
ENSG00000233372,0,0,0,0,0
ENSG00000231251,0,0,0,0,0
ENSG00000236335,0,0,0,0,0
ENSG00000231949,0,0,0,0,0
ENSG00000162510,10,5,3,4,8
ENSG00000186056,22,22,25,26,14
ENSG00000287510,0,0,0,0,0
ENSG00000162511,21,43,46,18,31
ENSG00000264773,0,1,0,0,0
ENSG00000229607,0,0,0,1,0
ENSG00000223382,5,3,3,9,6
ENSG00000222784,0,0,0,0,0
ENSG00000235143,1,1,1,0,0
ENSG00000162512,5301,3951,4954,4937,4330
ENSG00000266210,0,0,0,0,0
ENSG00000134644,1994,2331,2171,2079,2288
ENSG00000237329,0,0,0,0,0
ENSG00000232768,0,0,1,1,0
ENSG00000215900,0,0,0,0,5
ENSG00000225142,4,0,0,2,2
ENSG00000084628,3,0,6,1,7
ENSG00000060688,241,500,404,236,479
ENSG00000229447,9,1,1,7,3
ENSG00000121766,439,490,457,397,457
ENSG00000229044,2,1,0,1,1
ENSG00000121769,82,38,38,116,13
ENSG00000168528,2724,5482,6487,2731,5884
ENSG00000215899,8,0,0,8,1
ENSG00000206981,0,0,0,0,0
ENSG00000260386,0,0,0,0,0
ENSG00000265961,0,0,0,0,0
ENSG00000284543,0,0,0,0,2
ENSG00000229167,0,8,5,0,6
ENSG00000142910,178,1493,1965,236,1618
ENSG00000121764,1,9,11,5,12
ENSG00000162517,764,1155,1048,698,1049
ENSG00000235790,70,39,56,63,42
ENSG00000264078,0,1,0,2,0
ENSG00000084636,15973,6387,8330,15072,6951
ENSG00000121753,1959,811,947,1861,809
ENSG00000266580,1,0,0,0,1
ENSG00000254545,26,14,14,19,12
ENSG00000134668,1865,1771,1963,1732,1934
ENSG00000203620,0,0,0,0,0
ENSG00000269967,1,1,3,3,4
ENSG00000184007,4606,3977,3770,4731,4154
ENSG00000288678,0,0,0,0,0
ENSG00000228634,8,3,2,7,6
ENSG00000284702,0,0,0,0,0
ENSG00000121774,2648,3871,3678,2685,4067
ENSG00000203325,2,0,0,5,3
ENSG00000121775,358,435,534,368,471
ENSG00000266203,1,0,1,0,0
ENSG00000276493,0,0,0,0,0
ENSG00000025800,1783,2684,2449,1858,2720
ENSG00000250135,0,0,0,0,0
ENSG00000084652,2373,3108,3171,2214,3419
ENSG00000160050,137,169,197,165,175
ENSG00000224066,7,7,8,9,11
ENSG00000160051,63,43,47,56,48
ENSG00000222046,19,9,18,21,24
ENSG00000160055,152,146,184,158,180
ENSG00000084623,2155,3525,3557,2198,3855
ENSG00000220785,417,195,199,355,210
ENSG00000183615,87,101,86,89,95
ENSG00000182866,0,4,1,2,4
ENSG00000277617,0,0,0,0,0
ENSG00000252450,0,0,0,0,0
ENSG00000116478,1605,2452,2463,1568,2682
ENSG00000175130,394,654,824,387,686
ENSG00000233775,0,0,1,0,1
ENSG00000162526,6,6,1,12,3
ENSG00000225828,143,64,80,180,89
ENSG00000160058,1042,1162,1268,1089,1249
ENSG00000224333,13,0,0,8,0
ENSG00000270850,0,0,0,0,0
ENSG00000229259,0,0,0,0,0
ENSG00000263529,0,0,0,0,0
ENSG00000254553,0,0,0,0,0
ENSG00000273274,1,0,0,0,0
ENSG00000160062,146,103,86,160,107
ENSG00000176261,124,232,186,159,291
ENSG00000200591,3,3,0,0,2
ENSG00000162521,707,871,754,786,902
ENSG00000162520,390,541,571,368,547
ENSG00000224409,0,0,1,0,2
ENSG00000162522,1097,659,738,1101,682
ENSG00000134684,2424,1770,1761,2218,1988
ENSG00000116497,786,528,395,754,490
ENSG00000160097,8,11,11,17,10
ENSG00000121905,3,3,8,4,6
ENSG00000121900,303,361,433,289,406
ENSG00000287691,6,4,11,8,3
ENSG00000116514,249,222,212,185,235
ENSG00000278966,0,1,0,0,0
ENSG00000217644,2,0,0,0,0
ENSG00000239670,0,3,2,1,0
ENSG00000236065,0,1,0,0,8
ENSG00000004455,958,1168,1062,988,1256
ENSG00000276645,0,1,0,1,0
ENSG00000142920,71,62,76,57,63
ENSG00000278997,7,7,3,10,7
ENSG00000116525,218,401,414,202,365
ENSG00000279179,7,14,9,4,9
ENSG00000284721,0,0,0,0,0
ENSG00000160094,600,569,630,601,618
ENSG00000270115,7,10,14,11,8
ENSG00000184389,8,3,5,8,2
ENSG00000225313,208,145,126,201,150
ENSG00000134686,2898,3315,3417,2816,3532
ENSG00000284154,8,3,3,4,3
ENSG00000222112,24,20,16,25,22
ENSG00000233246,0,1,3,1,3
ENSG00000234512,0,0,0,0,0
ENSG00000121903,134,165,187,146,165
ENSG00000235907,3,2,0,6,0
ENSG00000121904,346,264,285,378,244
ENSG00000227000,0,0,0,0,0
ENSG00000176256,0,0,0,0,0
ENSG00000231163,1,3,0,0,2
ENSG00000201148,0,0,0,0,0
ENSG00000142698,0,0,0,0,0
ENSG00000270241,0,0,0,0,0
ENSG00000287703,0,0,0,0,0
ENSG00000207941,0,0,0,0,0
ENSG00000163866,268,427,509,292,481
ENSG00000189280,0,0,0,0,0
ENSG00000189433,0,0,0,0,1
ENSG00000255811,0,0,0,0,0
ENSG00000188910,0,1,0,0,0
ENSG00000187513,0,0,0,2,1
ENSG00000230163,0,0,0,0,0
ENSG00000116544,3,17,15,12,15
ENSG00000284773,29,20,7,27,15
ENSG00000241014,11,8,5,9,5
ENSG00000271741,0,0,0,0,0
ENSG00000243749,41,33,67,58,37
ENSG00000163867,165,271,153,238,264
ENSG00000197056,258,326,227,349,319
ENSG00000233940,0,0,0,0,0
ENSG00000228348,2,0,0,2,2
ENSG00000284640,0,1,0,1,0
ENSG00000116560,5701,8516,8114,6112,8533
ENSG00000201868,0,0,0,0,0
ENSG00000146463,1698,1847,1428,1903,1736
ENSG00000240374,0,0,0,0,0
ENSG00000201542,0,0,0,0,0
ENSG00000229994,38,22,28,26,36
ENSG00000227409,0,0,0,0,2
ENSG00000278702,0,0,0,0,0
ENSG00000142687,1360,1205,1209,1354,1195
ENSG00000236274,0,0,0,0,2
ENSG00000020129,999,1329,1669,979,1476
ENSG00000239636,6,13,11,9,3
ENSG00000116819,49,29,30,45,29
ENSG00000126067,1211,2118,1999,1340,2334
ENSG00000142686,409,464,476,404,534
ENSG00000092853,472,446,344,480,422
ENSG00000232335,0,2,0,1,0
ENSG00000134698,544,600,476,622,506
ENSG00000092847,815,1121,1087,859,1119
ENSG00000271164,1,0,0,1,0
ENSG00000286899,0,2,3,1,2
ENSG00000271914,0,0,0,0,0
ENSG00000126070,610,648,482,690,602
ENSG00000271554,0,0,5,2,0
ENSG00000232862,4,2,0,1,1
ENSG00000092850,5,2,2,3,0
ENSG00000116863,443,376,533,399,427
ENSG00000171812,699,474,600,657,551
ENSG00000054116,571,837,942,617,895
ENSG00000116871,4651,5384,6756,4695,5687
ENSG00000264592,0,0,0,0,0
ENSG00000054118,2268,2671,2470,2344,2888
ENSG00000231849,1,0,0,3,0
ENSG00000214193,1053,469,607,1017,506
ENSG00000142694,0,0,0,0,0
ENSG00000286379,45,34,30,83,45
ENSG00000196182,824,847,928,766,866
ENSG00000181817,194,405,498,222,474
ENSG00000222821,0,0,0,0,0
ENSG00000116885,58,56,60,73,57
ENSG00000201448,3,0,0,0,0
ENSG00000116898,470,799,863,443,932
ENSG00000119535,4,0,0,1,0
ENSG00000230214,0,0,0,0,0
ENSG00000284705,0,0,0,0,0
ENSG00000284720,0,0,0,0,0
ENSG00000234481,0,0,0,0,0
ENSG00000163873,0,0,0,0,0
ENSG00000284650,0,0,0,0,0
ENSG00000223944,0,0,0,0,0
ENSG00000264698,0,0,0,0,0
ENSG00000207328,0,0,0,0,0
ENSG00000252368,0,0,0,0,0
ENSG00000230451,0,0,0,0,0
ENSG00000233621,58,35,37,67,50
ENSG00000163874,1503,567,671,1420,692
ENSG00000283724,0,0,0,0,0
ENSG00000163875,483,669,553,516,695
ENSG00000263675,1,8,10,6,6
ENSG00000163877,285,299,294,300,307
ENSG00000232273,15,1,3,7,2
ENSG00000237749,1,2,2,2,8
ENSG00000163879,142,123,123,167,134
ENSG00000134697,641,886,820,676,891
ENSG00000284748,0,0,0,1,0
ENSG00000169218,14,1,3,14,3
ENSG00000116922,222,268,238,222,293
ENSG00000134690,658,994,922,632,971
ENSG00000183317,0,0,0,5,3
ENSG00000200421,0,0,0,0,0
ENSG00000214141,0,0,0,0,0
ENSG00000227416,0,0,0,0,0
ENSG00000185090,9,9,17,19,18
ENSG00000233728,0,0,0,0,0
ENSG00000196449,98,222,178,116,258
ENSG00000197982,368,544,826,362,631
ENSG00000188786,455,559,473,469,452
ENSG00000235673,0,0,2,0,0
ENSG00000204084,410,429,386,501,420
ENSG00000230955,0,0,0,0,0
ENSG00000252448,2,0,0,0,0
ENSG00000222282,3,0,0,3,0
ENSG00000277168,0,0,0,0,0
ENSG00000183431,1090,1382,1286,1104,1470
ENSG00000212541,15,11,5,16,17
ENSG00000183386,849,723,789,826,755
ENSG00000183520,291,529,470,317,550
ENSG00000185668,1,2,0,0,2
ENSG00000224592,2,0,2,2,1
ENSG00000223589,0,0,0,0,0
ENSG00000265596,0,0,0,0,0
ENSG00000284623,0,0,0,0,0
ENSG00000286552,0,0,0,0,0
ENSG00000287987,0,0,0,0,0
ENSG00000237290,0,0,0,0,0
ENSG00000275350,0,0,0,0,0
ENSG00000200796,0,0,0,0,0
ENSG00000238063,0,0,0,0,0
ENSG00000215895,24,14,17,39,18
ENSG00000284632,0,0,0,0,0
ENSG00000116954,343,299,254,414,314
ENSG00000273637,0,0,0,0,0
ENSG00000228436,21,10,14,18,10
ENSG00000214114,129,201,173,111,205
ENSG00000274944,0,1,0,0,2
ENSG00000131233,0,1,0,0,1
ENSG00000158315,17,27,30,35,22
ENSG00000199963,0,0,0,0,0
ENSG00000207466,0,0,0,0,0
ENSG00000235549,0,0,0,0,0
ENSG00000174574,940,1627,1436,955,1673
ENSG00000168653,1094,1461,1757,934,1818
ENSG00000127603,7316,10122,8819,7838,8641
ENSG00000206654,0,0,0,0,1
ENSG00000222378,0,0,0,1,0
ENSG00000287422,0,0,2,2,0
ENSG00000226438,0,0,0,0,0
ENSG00000217897,4,0,0,0,0
ENSG00000183682,36,17,34,31,22
ENSG00000237624,21,48,42,21,30
ENSG00000243970,133,109,98,175,125
ENSG00000090621,4113,5674,5328,4459,5599
ENSG00000228060,7,13,11,8,8
ENSG00000201457,0,0,0,0,0
ENSG00000163909,4,13,12,9,11
ENSG00000225903,0,0,0,0,0
ENSG00000116981,0,0,0,1,0
ENSG00000116983,0,1,0,2,0
ENSG00000084072,407,590,545,445,664
ENSG00000225333,3,5,0,4,3
ENSG00000252413,0,0,0,0,0
ENSG00000116985,13,6,9,15,3
ENSG00000198754,15,23,15,5,30
ENSG00000285905,0,0,0,0,0
ENSG00000261798,0,0,1,2,1
ENSG00000229213,0,0,0,0,0
ENSG00000284719,1,2,2,3,2
ENSG00000284678,2,0,0,0,0
ENSG00000043514,171,180,177,168,228
ENSG00000202222,0,0,0,0,2
ENSG00000116990,1,5,8,1,1
ENSG00000236546,0,0,1,0,0
ENSG00000207356,0,0,0,0,0
ENSG00000168389,37,57,51,32,69
ENSG00000228477,12,1,8,15,12
ENSG00000131236,5474,9992,8990,5734,9892
ENSG00000131238,1110,1459,1262,1121,1526
ENSG00000226745,0,0,1,0,0
ENSG00000117000,560,412,345,631,426
ENSG00000207508,0,0,0,0,0
ENSG00000188800,0,0,0,0,0
ENSG00000259943,20,17,10,16,26
ENSG00000084073,754,1256,1101,822,1207
ENSG00000231296,0,0,1,1,0
ENSG00000049089,26,53,74,37,64
ENSG00000227311,0,0,0,0,0
ENSG00000084070,735,759,727,757,765
ENSG00000213172,0,0,0,0,0
ENSG00000284677,0,0,4,1,0
ENSG00000187801,25,42,43,46,55
ENSG00000260920,30,56,18,30,43
ENSG00000279667,3,4,1,2,4
ENSG00000187815,42,72,66,62,83
ENSG00000238287,4,4,9,2,1
ENSG00000164002,59,69,82,42,75
ENSG00000227278,1,1,0,0,0
ENSG00000238186,2,2,1,1,0
ENSG00000117010,35,39,47,40,51
ENSG00000286838,0,0,0,0,0
ENSG00000236505,2,0,0,0,0
ENSG00000233910,0,0,0,0,0
ENSG00000117016,22,12,19,20,10
ENSG00000287743,0,0,0,0,0
ENSG00000237899,0,4,2,0,1
ENSG00000272145,11,15,4,17,12
ENSG00000066136,374,602,600,334,553
ENSG00000198974,0,0,2,0,0
ENSG00000207962,0,0,0,0,0
ENSG00000117013,7,12,17,2,20
ENSG00000264582,0,0,0,0,0
ENSG00000179862,66,45,76,66,71
ENSG00000229528,0,0,0,0,0
ENSG00000228940,0,0,0,0,0
ENSG00000286668,0,0,0,0,0
ENSG00000233118,0,0,0,0,0
ENSG00000171793,539,1308,1079,532,1316
ENSG00000281207,25,31,25,20,26
ENSG00000171790,21,20,13,22,14
ENSG00000010803,729,671,707,772,719
ENSG00000215893,0,1,1,1,0
ENSG00000287400,0,0,0,4,3
ENSG00000235358,4,6,4,2,2
ENSG00000213987,0,0,0,2,0
ENSG00000286640,0,0,0,0,0
ENSG00000204060,9,7,10,13,6
ENSG00000229901,0,0,0,6,2
ENSG00000252563,0,0,0,0,0
ENSG00000127129,2,0,1,4,0
ENSG00000127124,286,223,267,347,249
ENSG00000230881,0,0,0,0,0
ENSG00000230638,0,0,2,3,2
ENSG00000284895,0,0,0,0,0
ENSG00000287587,0,1,0,0,0
ENSG00000227538,0,0,0,0,1
ENSG00000228776,0,0,0,0,0
ENSG00000044012,0,0,0,0,0
ENSG00000197273,0,0,0,0,0
ENSG00000198815,827,950,831,929,920
ENSG00000227527,2,0,1,4,1
ENSG00000177181,2,0,0,2,0
ENSG00000235002,0,0,0,0,0
ENSG00000066185,0,1,1,3,2
ENSG00000127125,428,725,728,431,793
ENSG00000186409,51,13,15,55,22
ENSG00000230116,0,0,0,0,1
ENSG00000236876,26,36,34,38,22
ENSG00000200254,0,1,0,0,0
ENSG00000236180,0,0,0,0,0
ENSG00000171960,207,265,273,185,268
ENSG00000285728,48,15,19,44,17
ENSG00000234917,5,0,0,1,0
ENSG00000065978,5673,7522,8215,5137,7697
ENSG00000164007,0,0,0,0,0
ENSG00000117385,2749,2562,2855,2762,2536
ENSG00000164008,43,25,44,55,35
ENSG00000283580,0,0,0,0,0
ENSG00000228452,0,0,0,0,0
ENSG00000274386,7,3,5,1,2
ENSG00000177868,92,95,100,85,93
ENSG00000164010,284,251,189,372,203
ENSG00000228192,30,15,14,15,13
ENSG00000164011,132,115,102,124,99
ENSG00000233708,0,0,0,0,0
ENSG00000237090,1,0,0,0,0
ENSG00000225099,5,8,10,4,16
ENSG00000117394,4663,2313,2816,4422,2421
ENSG00000284138,0,0,0,1,0
ENSG00000227533,20,8,11,20,8
ENSG00000283973,2,0,1,2,0
ENSG00000207256,1,0,3,0,0
ENSG00000283136,0,0,0,0,0
ENSG00000277513,0,0,0,0,0
ENSG00000186973,0,0,0,0,2
ENSG00000117395,562,1570,1548,525,1653
ENSG00000284410,0,0,0,0,0
ENSG00000243710,2,5,2,5,8
ENSG00000199240,0,0,0,0,0
ENSG00000179178,0,0,0,0,1
ENSG00000253313,0,0,0,0,0
ENSG00000066056,2,4,3,2,2
ENSG00000117400,3,5,6,3,5
ENSG00000287113,0,0,0,0,0
ENSG00000234694,1,1,4,1,5
ENSG00000117399,1140,2132,2357,1150,2199
ENSG00000066322,1315,2562,2705,1353,2627
ENSG00000283836,0,0,0,0,0
ENSG00000159479,441,708,683,462,725
ENSG00000229431,11,32,8,11,19
ENSG00000198198,1428,1465,1632,1459,1439
ENSG00000229372,0,0,0,0,0
ENSG00000274975,0,0,0,0,0
ENSG00000178922,0,0,0,0,0
ENSG00000229348,0,0,1,1,4
ENSG00000142949,5234,4831,6253,5068,4755
ENSG00000284989,0,0,0,0,0
ENSG00000066135,435,560,561,472,520
ENSG00000236200,44,35,21,37,36
ENSG00000126091,81,76,70,88,85
ENSG00000229444,1,0,0,0,2
ENSG00000283414,0,0,0,0,0
ENSG00000233674,0,0,0,0,0
ENSG00000283477,0,0,0,0,0
ENSG00000224751,0,3,1,2,0
ENSG00000117407,47,12,34,53,25
ENSG00000237950,3,7,6,12,2
ENSG00000288573,2,0,4,2,6
ENSG00000117408,782,856,932,741,916
ENSG00000285649,2,2,1,6,0
ENSG00000132768,160,355,373,150,369
ENSG00000117410,493,963,1099,467,1046
ENSG00000117411,1704,1877,2397,1752,1993
ENSG00000159214,101,96,126,114,118
ENSG00000196517,1174,355,502,1115,407
ENSG00000230615,42,13,33,43,21
ENSG00000227163,0,0,2,5,0
ENSG00000271647,0,0,0,0,0
